,101_CT_1,101_CT_2,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_STEAM_3,102_STEAM_4,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,123_STEAM_2,123_STEAM_3,123_CT_1,123_CT_4,123_CT_5,201_CT_1,201_CT_2,201_STEAM_3,202_CT_1,202_CT_2,202_STEAM_3,202_STEAM_4,207_CT_1,207_CT_2,213_CC_3,213_CT_1,213_CT_2,215_CT_4,215_CT_5,216_STEAM_1,218_CC_1,221_CC_1,223_STEAM_1,223_STEAM_2,223_STEAM_3,223_CT_4,223_CT_5,223_CT_6,301_CT_1,301_CT_2,301_CT_3,301_CT_4,302_CT_1,302_CT_2,302_CT_3,302_CT_4,307_CT_1,307_CT_2,313_CC_1,315_STEAM_1,315_STEAM_2,315_STEAM_3,315_STEAM_4,315_STEAM_5,315_CT_6,315_CT_7,315_CT_8,316_STEAM_1,318_CC_1,321_CC_1,322_CT_5,322_CT_6,323_CC_1,323_CC_2,121_NUCLEAR_1,122_WIND_1-Curtailed,122_WIND_1-Dispatch,303_WIND_1-Curtailed,303_WIND_1-Dispatch,309_WIND_1-Curtailed,309_WIND_1-Dispatch,317_WIND_1-Curtailed,317_WIND_1-Dispatch
2020-04-14 17:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,93.0,179.003494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,124.0,124.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,143.4,0.0,119.9,0.0,27.4,0.0,193.1
2020-04-14 18:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,350.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,231.7,155.0,155.0,325.114725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,231.7,0.0,0.0,0.0,0.0,400.0,0.0,6.9,0.0,72.0,0.0,3.4,0.0,12.2
2020-04-14 19:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,330.845247,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,355.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,54.8,0.0,3.6,0.0,20.2
2020-04-14 20:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,293.3,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,330.443399,0.0,0.0,0.0,0.0,400.0,0.0,8.9,0.0,65.3,0.0,11.3,0.0,0.0
2020-04-14 21:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,350.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,239.775657,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,293.3,0.0,0.0,0.0,0.0,400.0,0.0,34.2,0.0,116.7,0.0,18.6,0.0,13.4
2020-04-14 22:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,280.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,217.839024,155.0,155.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,231.7,0.0,0.0,0.0,0.0,400.0,0.0,57.1,0.0,110.2,0.0,36.0,0.0,18.9
2020-04-14 23:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,280.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,155.0,155.0,217.867633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,231.7,0.0,0.0,0.0,0.0,400.0,0.0,31.2,0.0,61.3,0.0,61.6,0.0,67.7
2020-04-15 00:00:00,0.0,0.0,76.0,76.0,0.0,0.0,60.7,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.554706,0.0,0.0,93.0,280.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,1.4,0.0,24.7,0.0,66.7,0.0,30.3
2020-04-15 01:00:00,0.0,0.0,76.0,76.0,0.0,0.0,60.7,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,212.379024,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,32.5,0.0,81.7,0.0,13.9
2020-04-15 02:00:00,0.0,0.0,76.0,76.0,0.0,0.0,55.234513,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,0.7,0.0,110.0,0.0,116.4,0.0,6.2
2020-04-15 03:00:00,0.0,0.0,76.0,76.0,0.0,0.0,54.88398,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,30.0,0.0,94.3,0.0,85.9,0.0,0.0
2020-04-15 04:00:00,0.0,0.0,76.0,76.0,0.0,0.0,60.7,48.434703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,133.7,0.0,112.3,0.0,0.0
2020-04-15 05:00:00,0.0,0.0,76.0,76.0,0.0,0.0,60.7,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.85624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,1.2,0.0,178.9,0.0,79.3,0.0,0.5
2020-04-15 06:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,52.500328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,20.2,0.0,170.5,0.0,90.5,0.0,53.2
2020-04-15 07:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,44.490969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,44.7,0.0,77.7,0.0,86.3,0.0,82.9
2020-04-15 08:00:00,0.0,0.0,45.3,45.3,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.54989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,34.3,0.0,70.2,0.0,96.4,0.0,50.7
2020-04-15 09:00:00,0.0,0.0,60.742548,76.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,4.716667,11.1,0.0,54.4,70.816667,69.3,0.0,41.4
2020-04-15 10:00:00,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,396.0,4.683333,4.2,28.083333,51.5,0.0,64.0,104.408333,75.5
2020-04-15 11:00:00,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,396.0,0.0,5.8,4.800573,11.6,0.0,46.8,0.0,101.4
2020-04-15 12:00:00,0.0,0.0,74.961588,60.7,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,3.3,0.0,21.6,0.0,46.3,0.0,51.5
2020-04-15 13:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,93.0,147.258498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,124.0,124.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,6.686437,1.0,0.0,19.3,0.0,16.0,20.558333,38.0
2020-04-15 14:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.744808,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,124.0,124.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,17.416981,30.2,0.0,26.8,0.0,4.2,0.0,20.0
2020-04-15 15:00:00,0.0,0.0,76.0,76.0,0.0,0.0,49.188207,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,14.7,0.0,34.9,0.0,2.5,0.0,25.0
2020-04-15 16:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,62.0,62.0,157.184246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,8.2,0.0,21.4,0.0,0.9,0.0,18.5
2020-04-15 17:00:00,0.0,0.0,76.0,76.0,0.0,0.0,60.7,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.430316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,170.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,1.6,0.0,34.0,0.0,2.5,0.0,33.1
2020-04-15 18:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,274.122615,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,293.3,0.0,0.0,0.0,0.0,400.0,0.0,0.9,0.0,54.8,0.0,13.9,0.0,14.4
2020-04-15 19:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,328.286442,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,355.0,0.0,0.0,0.0,0.0,400.0,0.0,6.5,0.0,35.5,0.0,19.4,0.0,86.4
2020-04-15 20:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,354.934364,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,355.0,0.0,0.0,0.0,0.0,400.0,0.0,37.7,0.0,55.7,0.0,2.8,0.0,72.5
2020-04-15 21:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,281.415144,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,293.3,0.0,0.0,0.0,0.0,400.0,0.0,138.3,0.0,67.3,0.0,2.3,0.0,232.6
2020-04-15 22:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,170.0,155.0,155.0,330.292941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,231.7,0.0,0.0,0.0,0.0,400.0,0.0,244.4,0.0,45.0,0.0,9.4,0.0,174.0
2020-04-15 23:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.189716,0.0,0.0,155.0,155.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,231.7,0.0,0.0,0.0,0.0,400.0,0.0,272.7,0.0,15.4,0.0,4.8,0.0,230.4
2020-04-16 00:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,107.169042,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,170.0,0.0,0.0,0.0,0.0,400.0,0.0,240.9,0.0,32.7,0.0,8.1,0.0,286.7
2020-04-16 01:00:00,0.0,0.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,118.956805,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,155.0,155.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,304.1,0.0,20.1,0.0,25.4,0.0,385.2
2020-04-16 02:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,151.266416,124.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,404.1,0.0,0.2,0.0,98.3,0.0,612.8
2020-04-16 03:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,123.763665,93.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,474.3,0.0,41.2,0.0,75.1,0.0,626.8
2020-04-16 04:00:00,0.0,0.0,76.0,76.0,0.0,0.0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,62.0,62.0,170.358991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,532.1,0.0,161.9,0.0,97.9,0.0,624.8
2020-04-16 05:00:00,0.0,0.0,49.295379,45.3,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,582.4,0.0,338.1,0.0,117.4,0.0,593.2
2020-04-16 06:00:00,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,470.4,0.0,467.255118,0.0,60.8,0.0,445.0
2020-04-16 07:00:00,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,468.9,0.0,115.003946,0.0,30.1,0.0,373.7
